Common Name,Station Number,Station Description,Sample Years,Total Fish Count,Yearly Average,Waterway,x,y
fathead minnow,       108,South Branch Chicago River at Loomis Street,2016,1,1,South Branch Chicago River,-9758326.630046986,5137947.951214144
mosquitofish,       108,South Branch Chicago River at Loomis Street,2016,1,1,South Branch Chicago River,-9758326.630046986,5137947.951214144
golden shiner,        56,Little Calumet River at Indiana Avenue,"2003, 2007, 2014, 2016, 2017",34,6,Little Calumet River,-9753472.181457821,5108772.571885121
smallmouth bass,        76,Little Calumet River at Halsted Street,"2001, 2002, 2006, 2017",5,1,Little Calumet River,-9756147.689317683,5109826.122291395
white sucker,        76,Little Calumet River at Halsted Street,"2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2016, 2017",186,13,Little Calumet River,-9756147.689317683,5109826.122291395
green sunfish x pumpkinseed,        64,West Branch DuPage River at Lake Street,"2004, 2017",2,1,West Branch Du Page River,-9810939.89297938,5157781.364521299
pumpkinseed x bluegill,        64,West Branch DuPage River at Lake Street,2017,1,1,West Branch Du Page River,-9810939.89297938,5157781.364521299
white crappie,       108,South Branch Chicago River at Loomis Street,"2006, 2017",2,1,South Branch Chicago River,-9758326.630046986,5137947.951214144
white sucker,       108,South Branch Chicago River at Loomis Street,2017,1,1,South Branch Chicago River,-9758326.630046986,5137947.951214144
black bullhead,       108,South Branch Chicago River at Loomis Street,2017,1,1,South Branch Chicago River,-9758326.630046986,5137947.951214144
freshwater drum,        59,Calumet-Sag Channel at Cicero Avenue,"2002, 2003, 2004, 2006, 2007, 2009, 2011, 2012, 2014, 2016, 2017",24,2,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
white crappie,        59,Calumet-Sag Channel at Cicero Avenue,"2010, 2017",2,1,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
white bass,        59,Calumet-Sag Channel at Cicero Avenue,2017,2,2,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
goldfish,        59,Calumet-Sag Channel at Cicero Avenue,"2001, 2002, 2006, 2010, 2011, 2012, 2014, 2016, 2017",11,1,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
blackstripe topminnow,        92,Chicago Sanitary and Ship Canal at Lockport (16th Street),2017,1,1,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
smallmouth bass,        91,Des Plaines River at Material Service Road,"2007, 2012, 2016, 2017",9,2,Des Plaines River,-9803757.593335949,5100729.017568359
yellow perch,       112,North Shore Channel at Dempster Street,"2016, 2017",12,6,North Shore Channel,-9763803.492506059,5167131.2098396
black bullhead,        73,North Branch Chicago River at Diversey Parkway,"2005, 2017",4,2,North Branch Chicago River,-9760793.273420712,5150867.342273781
pumpkinseed,        73,North Branch Chicago River at Diversey Parkway,"2005, 2009, 2013, 2017",29,7,North Branch Chicago River,-9760793.273420712,5150867.342273781
freshwater drum,        73,North Branch Chicago River at Diversey Parkway,"2016, 2017",2,1,North Branch Chicago River,-9760793.273420712,5150867.342273781
bluegill,        13,Des Plaines River at Lake-Cook Road,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2010, 2011, 2012, 2017",82,6,Des Plaines River,-9786103.272410415,5183885.200209065
hornyhead chub,        13,Des Plaines River at Lake-Cook Road,2017,1,1,Des Plaines River,-9786103.272410415,5183885.200209065
rock bass,        13,Des Plaines River at Lake-Cook Road,"2002, 2003, 2004, 2006, 2008, 2009, 2010, 2011, 2012, 2017",23,2,Des Plaines River,-9786103.272410415,5183885.200209065
blackside darter,        13,Des Plaines River at Lake-Cook Road,"2010, 2017",3,1,Des Plaines River,-9786103.272410415,5183885.200209065
tadpole madtom,        13,Des Plaines River at Lake-Cook Road,"2004, 2007, 2008, 2012, 2017",6,1,Des Plaines River,-9786103.272410415,5183885.200209065
green sunfish,        13,Des Plaines River at Lake-Cook Road,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2017",578,44,Des Plaines River,-9786103.272410415,5183885.200209065
bluntnose minnow,        13,Des Plaines River at Lake-Cook Road,"2002, 2003, 2004, 2005, 2006, 2008, 2010, 2011, 2012, 2017",52,5,Des Plaines River,-9786103.272410415,5183885.200209065
yellow bullhead,        13,Des Plaines River at Lake-Cook Road,"2002, 2003, 2004, 2006, 2007, 2008, 2009, 2011, 2012, 2017",25,2,Des Plaines River,-9786103.272410415,5183885.200209065
johnny darter,        13,Des Plaines River at Lake-Cook Road,"2003, 2008, 2009, 2010, 2012, 2017",17,2,Des Plaines River,-9786103.272410415,5183885.200209065
blackstripe topminnow,        13,Des Plaines River at Lake-Cook Road,"2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2017",244,20,Des Plaines River,-9786103.272410415,5183885.200209065
smallmouth buffalo,        55,Calumet River at 130th Street,"2007, 2010, 2016, 2017",7,1,Calumet River,-9748530.69045206,5110104.230203494
yellow bullhead,        55,Calumet River at 130th Street,2017,1,1,Calumet River,-9748530.69045206,5110104.230203494
pumpkinseed x bluegill,        55,Calumet River at 130th Street,"2016, 2017",3,1,Calumet River,-9748530.69045206,5110104.230203494
orangespotted sunfish,        59,Calumet-Sag Channel at Cicero Avenue,2018,1,1,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
green sunfish x bluegill,        59,Calumet-Sag Channel at Cicero Avenue,"2016, 2018",2,1,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
yellow bass,        56,Little Calumet River at Indiana Avenue,"2007, 2011, 2014, 2016, 2017, 2018",45,7,Little Calumet River,-9753472.181457821,5108772.571885121
white bass,        56,Little Calumet River at Indiana Avenue,"2003, 2014, 2017, 2018",7,1,Little Calumet River,-9753472.181457821,5108772.571885121
carp x goldfish,        56,Little Calumet River at Indiana Avenue,2018,1,1,Little Calumet River,-9753472.181457821,5108772.571885121
goldfish,        56,Little Calumet River at Indiana Avenue,"2007, 2018",3,1,Little Calumet River,-9753472.181457821,5108772.571885121
warmouth,        56,Little Calumet River at Indiana Avenue,2018,12,12,Little Calumet River,-9753472.181457821,5108772.571885121
blackstripe topminnow,        76,Little Calumet River at Halsted Street,"2016, 2018",2,1,Little Calumet River,-9756147.689317683,5109826.122291395
green sunfish x pumpkinseed,        76,Little Calumet River at Halsted Street,"2017, 2018",2,1,Little Calumet River,-9756147.689317683,5109826.122291395
channel catfish,        22,Des Plaines River at Ogden Avenue,2018,1,1,Des Plaines River,-9775033.160497827,5134155.08934849
bluntnose minnow,        22,Des Plaines River at Ogden Avenue,"2001, 2005, 2006, 2007, 2008, 2009, 2012, 2015, 2016, 2017, 2018",100,9,Des Plaines River,-9775033.160497827,5134155.08934849
pumpkinseed,        22,Des Plaines River at Ogden Avenue,"2008, 2009, 2012, 2018",5,1,Des Plaines River,-9775033.160497827,5134155.08934849
rock bass,        22,Des Plaines River at Ogden Avenue,"2007, 2009, 2010, 2018",5,1,Des Plaines River,-9775033.160497827,5134155.08934849
johnny darter,        22,Des Plaines River at Ogden Avenue,"2001, 2003, 2007, 2008, 2010, 2018",16,2,Des Plaines River,-9775033.160497827,5134155.08934849
goldfish,        18,Salt Creek at Devon Avenue,"2011, 2018",2,1,Salt Creek,-9795587.075606022,5159923.790866642
oriental weatherfish,        91,Des Plaines River at Material Service Road,"2008, 2009, 2011, 2017, 2018",10,2,Des Plaines River,-9803757.593335949,5100729.017568359
logperch,        91,Des Plaines River at Material Service Road,2018,1,1,Des Plaines River,-9803757.593335949,5100729.017568359
black crappie,        36,North Shore Channel at Touhy Avenue,"2001, 2002, 2003, 2007, 2008, 2012, 2016, 2018",23,2,North Shore Channel,-9763880.193364626,5162772.158302309
pumpkinseed,        36,North Shore Channel at Touhy Avenue,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2016, 2018",198,14,North Shore Channel,-9763880.193364626,5162772.158302309
black crappie,        64,West Branch DuPage River at Lake Street,"2003, 2004, 2018",4,1,West Branch Du Page River,-9810939.89297938,5157781.364521299
grass pickerel,        57,Little Calumet River at Ashland Avenue,"2011, 2018",3,1,Little Calumet River,-9758345.734333793,5108959.791525536
goldfish,        57,Little Calumet River at Ashland Avenue,"2011, 2016, 2017, 2018",11,2,Little Calumet River,-9758345.734333793,5108959.791525536
white perch,        57,Little Calumet River at Ashland Avenue,2018,1,1,Little Calumet River,-9758345.734333793,5108959.791525536
smallmouth bass,        92,Chicago Sanitary and Ship Canal at Lockport (16th Street),2018,1,1,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
grass pickerel,        92,Chicago Sanitary and Ship Canal at Lockport (16th Street),"2017, 2018",2,1,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
creek chub,        92,Chicago Sanitary and Ship Canal at Lockport (16th Street),2018,1,1,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
common carp,        92,Chicago Sanitary and Ship Canal at Lockport (16th Street),"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2012, 2017, 2018",119,10,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
bluegill,        77,Higgins Creek at Elmhurst Road,"2012, 2018",5,2,Higgins Creek,-9789503.463971145,5164194.269628853
largemouth bass,        77,Higgins Creek at Elmhurst Road,2018,1,1,Higgins Creek,-9789503.463971145,5164194.269628853
bluntnose minnow,        77,Higgins Creek at Elmhurst Road,"2008, 2012, 2018",90,30,Higgins Creek,-9789503.463971145,5164194.269628853
green sunfish,        77,Higgins Creek at Elmhurst Road,"2008, 2012, 2018",245,81,Higgins Creek,-9789503.463971145,5164194.269628853
fathead minnow,        77,Higgins Creek at Elmhurst Road,"2008, 2012, 2018",72,24,Higgins Creek,-9789503.463971145,5164194.269628853
black bullhead,       110,West Branch DuPage River at Springinsguth Road,2018,1,1,West Branch Du Page River,-9809372.143319122,5162219.006850576
green sunfish,       110,West Branch DuPage River at Springinsguth Road,"2004, 2018",3,1,West Branch Du Page River,-9809372.143319122,5162219.006850576
fathead minnow,       110,West Branch DuPage River at Springinsguth Road,"2015, 2018",4,2,West Branch Du Page River,-9809372.143319122,5162219.006850576
white sucker,        55,Calumet River at 130th Street,"2002, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2016, 2017, 2018",62,4,Calumet River,-9748530.69045206,5110104.230203494
chinook salmon,        55,Calumet River at 130th Street,"2001, 2018",2,1,Calumet River,-9748530.69045206,5110104.230203494
yellow bullhead,       112,North Shore Channel at Dempster Street,"2013, 2018",2,1,North Shore Channel,-9763803.492506059,5167131.2098396
alewife,       112,North Shore Channel at Dempster Street,2018,2,2,North Shore Channel,-9763803.492506059,5167131.2098396
green sunfish x bluegill,       112,North Shore Channel at Dempster Street,2018,1,1,North Shore Channel,-9763803.492506059,5167131.2098396
black crappie,       112,North Shore Channel at Dempster Street,"2017, 2018",4,2,North Shore Channel,-9763803.492506059,5167131.2098396
golden shiner,        59,Calumet-Sag Channel at Cicero Avenue,"2005, 2006, 2010, 2012, 2014, 2016, 2017, 2018",65,8,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
creek chub,        59,Calumet-Sag Channel at Cicero Avenue,"2001, 2003, 2009, 2014, 2016, 2018",7,1,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
sand shiner,        59,Calumet-Sag Channel at Cicero Avenue,"2017, 2018",7,3,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
brook silverside,        76,Little Calumet River at Halsted Street,2018,1,1,Little Calumet River,-9756147.689317683,5109826.122291395
mimic shiner,        76,Little Calumet River at Halsted Street,"2016, 2018",4,2,Little Calumet River,-9756147.689317683,5109826.122291395
yellow perch,        76,Little Calumet River at Halsted Street,"2005, 2006, 2007, 2008, 2009, 2010, 2014, 2016, 2018",40,4,Little Calumet River,-9756147.689317683,5109826.122291395
spotfin shiner,        41,Chicago Sanitary and Ship Canal at Harlem Avenue,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2016, 2018",78,5,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
tadpole madtom,        41,Chicago Sanitary and Ship Canal at Harlem Avenue,2018,1,1,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
emerald shiner,        36,North Shore Channel at Touhy Avenue,2018,2,2,North Shore Channel,-9763880.193364626,5162772.158302309
alewife,        36,North Shore Channel at Touhy Avenue,"2003, 2006, 2009, 2010, 2018",41,8,North Shore Channel,-9763880.193364626,5162772.158302309
sand shiner,        64,West Branch DuPage River at Lake Street,"2003, 2006, 2018",3,1,West Branch Du Page River,-9810939.89297938,5157781.364521299
threadfin shad,        92,Chicago Sanitary and Ship Canal at Lockport (16th Street),2018,1,1,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
emerald shiner,        73,North Branch Chicago River at Diversey Parkway,"2001, 2018",5,2,North Branch Chicago River,-9760793.273420712,5150867.342273781
spotfin shiner,        73,North Branch Chicago River at Diversey Parkway,"2005, 2009, 2013, 2016, 2017, 2018",72,12,North Branch Chicago River,-9760793.273420712,5150867.342273781
fathead minnow,        73,North Branch Chicago River at Diversey Parkway,"2009, 2016, 2018",10,3,North Branch Chicago River,-9760793.273420712,5150867.342273781
johnny darter,       108,South Branch Chicago River at Loomis Street,2018,1,1,South Branch Chicago River,-9758326.630046986,5137947.951214144
emerald shiner,       108,South Branch Chicago River at Loomis Street,"2002, 2013, 2016, 2018",37,9,South Branch Chicago River,-9758326.630046986,5137947.951214144
sand shiner,       108,South Branch Chicago River at Loomis Street,2018,1,1,South Branch Chicago River,-9758326.630046986,5137947.951214144
spotfin shiner,       108,South Branch Chicago River at Loomis Street,"2010, 2013, 2016, 2018",54,13,South Branch Chicago River,-9758326.630046986,5137947.951214144
white crappie,        76,Little Calumet River at Halsted Street,"2004, 2006, 2018",4,1,Little Calumet River,-9756147.689317683,5109826.122291395
spottail shiner,        76,Little Calumet River at Halsted Street,"2003, 2007, 2014, 2018",20,5,Little Calumet River,-9756147.689317683,5109826.122291395
emerald shiner,        55,Calumet River at 130th Street,"2001, 2004, 2005, 2007, 2008, 2009, 2012, 2016, 2017, 2018",465,46,Calumet River,-9748530.69045206,5110104.230203494
golden shiner,        55,Calumet River at 130th Street,"2005, 2008, 2011, 2016, 2017, 2018",12,2,Calumet River,-9748530.69045206,5110104.230203494
fathead minnow,       112,North Shore Channel at Dempster Street,"2016, 2018",13,6,North Shore Channel,-9763803.492506059,5167131.2098396
sand shiner,       112,North Shore Channel at Dempster Street,"2016, 2018",6,3,North Shore Channel,-9763803.492506059,5167131.2098396
black bullhead,        59,Calumet-Sag Channel at Cicero Avenue,"2003, 2005, 2019",4,1,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
pumpkinseed,        59,Calumet-Sag Channel at Cicero Avenue,"2002, 2005, 2006, 2007, 2011, 2016, 2017, 2018, 2019",26,2,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
common carp,        64,West Branch DuPage River at Lake Street,"2001, 2002, 2003, 2004, 2005, 2007, 2008, 2009, 2010, 2011, 2015, 2016, 2017, 2019",37,2,West Branch Du Page River,-9810939.89297938,5157781.364521299
largemouth bass,        64,West Branch DuPage River at Lake Street,"2001, 2002, 2004, 2006, 2007, 2009, 2010, 2015, 2016, 2017, 2018, 2019",48,4,West Branch Du Page River,-9810939.89297938,5157781.364521299
black bullhead,        41,Chicago Sanitary and Ship Canal at Harlem Avenue,"2017, 2018, 2019",23,7,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
goldfish,       108,South Branch Chicago River at Loomis Street,"2002, 2006, 2017, 2019",6,1,South Branch Chicago River,-9758326.630046986,5137947.951214144
golden shiner,       108,South Branch Chicago River at Loomis Street,"2006, 2013, 2016, 2018, 2019",344,68,South Branch Chicago River,-9758326.630046986,5137947.951214144
warmouth,       108,South Branch Chicago River at Loomis Street,2019,1,1,South Branch Chicago River,-9758326.630046986,5137947.951214144
yellow bullhead,       108,South Branch Chicago River at Loomis Street,"2006, 2016, 2017, 2018, 2019",10,2,South Branch Chicago River,-9758326.630046986,5137947.951214144
alewife,       108,South Branch Chicago River at Loomis Street,2019,1,1,South Branch Chicago River,-9758326.630046986,5137947.951214144
black crappie,       108,South Branch Chicago River at Loomis Street,2019,3,3,South Branch Chicago River,-9758326.630046986,5137947.951214144
orangespotted sunfish,        57,Little Calumet River at Ashland Avenue,"2007, 2011, 2019",3,1,Little Calumet River,-9758345.734333793,5108959.791525536
bluegill,        57,Little Calumet River at Ashland Avenue,"2007, 2011, 2014, 2016, 2018, 2019",26,4,Little Calumet River,-9758345.734333793,5108959.791525536
sand shiner,        57,Little Calumet River at Ashland Avenue,2019,1,1,Little Calumet River,-9758345.734333793,5108959.791525536
freshwater drum,        57,Little Calumet River at Ashland Avenue,2019,1,1,Little Calumet River,-9758345.734333793,5108959.791525536
bluntnose minnow,        57,Little Calumet River at Ashland Avenue,"2007, 2014, 2017, 2018, 2019",39,7,Little Calumet River,-9758345.734333793,5108959.791525536
white perch,        56,Little Calumet River at Indiana Avenue,"2003, 2007, 2011, 2014, 2016, 2017, 2018, 2019",73,9,Little Calumet River,-9753472.181457821,5108772.571885121
smallmouth bass,        56,Little Calumet River at Indiana Avenue,"2011, 2018, 2019",6,2,Little Calumet River,-9753472.181457821,5108772.571885121
smallmouth buffalo,        56,Little Calumet River at Indiana Avenue,"2014, 2017, 2018, 2019",6,1,Little Calumet River,-9753472.181457821,5108772.571885121
emerald shiner,        56,Little Calumet River at Indiana Avenue,"2003, 2007, 2011, 2014, 2016, 2017, 2018, 2019",136,17,Little Calumet River,-9753472.181457821,5108772.571885121
bluntnose minnow,        18,Salt Creek at Devon Avenue,"2002, 2005, 2006, 2007, 2009, 2010, 2018, 2019",59,7,Salt Creek,-9795587.075606022,5159923.790866642
gizzard shad,        18,Salt Creek at Devon Avenue,2019,1,1,Salt Creek,-9795587.075606022,5159923.790866642
orangespotted sunfish,        18,Salt Creek at Devon Avenue,"2002, 2009, 2011, 2018, 2019",16,3,Salt Creek,-9795587.075606022,5159923.790866642
orangespotted sunfish,        76,Little Calumet River at Halsted Street,"2009, 2016, 2017, 2019",5,1,Little Calumet River,-9756147.689317683,5109826.122291395
freshwater drum,        76,Little Calumet River at Halsted Street,"2001, 2002, 2004, 2006, 2009, 2019",12,2,Little Calumet River,-9756147.689317683,5109826.122291395
oriental weatherfish,        76,Little Calumet River at Halsted Street,"2017, 2019",2,1,Little Calumet River,-9756147.689317683,5109826.122291395
warmouth,        76,Little Calumet River at Halsted Street,2019,1,1,Little Calumet River,-9756147.689317683,5109826.122291395
emerald shiner,        76,Little Calumet River at Halsted Street,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012, 2014, 2018, 2019",279,21,Little Calumet River,-9756147.689317683,5109826.122291395
round goby,        76,Little Calumet River at Halsted Street,"2001, 2002, 2005, 2006, 2007, 2009, 2012, 2016, 2017, 2018, 2019",41,3,Little Calumet River,-9756147.689317683,5109826.122291395
longnose gar,        91,Des Plaines River at Material Service Road,2019,1,1,Des Plaines River,-9803757.593335949,5100729.017568359
rock bass,        91,Des Plaines River at Material Service Road,"2015, 2018, 2019",6,2,Des Plaines River,-9803757.593335949,5100729.017568359
spottail shiner,        91,Des Plaines River at Material Service Road,2019,1,1,Des Plaines River,-9803757.593335949,5100729.017568359
blackside darter,        91,Des Plaines River at Material Service Road,"2008, 2019",3,1,Des Plaines River,-9803757.593335949,5100729.017568359
creek chub,        91,Des Plaines River at Material Service Road,"2007, 2019",3,1,Des Plaines River,-9803757.593335949,5100729.017568359
channel catfish,        91,Des Plaines River at Material Service Road,"2001, 2002, 2004, 2005, 2010, 2012, 2015, 2018, 2019",27,3,Des Plaines River,-9803757.593335949,5100729.017568359
johnny darter,        91,Des Plaines River at Material Service Road,"2001, 2002, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2015, 2016, 2018, 2019",56,4,Des Plaines River,-9803757.593335949,5100729.017568359
tadpole madtom,        91,Des Plaines River at Material Service Road,"2006, 2008, 2012, 2015, 2018, 2019",13,2,Des Plaines River,-9803757.593335949,5100729.017568359
hornyhead chub,        91,Des Plaines River at Material Service Road,"2016, 2018, 2019",6,2,Des Plaines River,-9803757.593335949,5100729.017568359
rosyface shiner,        91,Des Plaines River at Material Service Road,2019,33,33,Des Plaines River,-9803757.593335949,5100729.017568359
goldfish,        96,North Branch Chicago River at Albany Avenue,"2009, 2010, 2019",17,5,North Branch Chicago River,-9764088.462110577,5156857.124687181
white sucker,        96,North Branch Chicago River at Albany Avenue,"2004, 2005, 2006, 2007, 2008, 2009, 2012, 2013, 2019",50,5,North Branch Chicago River,-9764088.462110577,5156857.124687181
green sunfish,        78,Higgins Creek at Wille Road,"2005, 2006, 2007, 2008, 2012, 2015, 2018, 2019",37,4,Higgins Creek,-9789066.534741784,5163778.873133089
largemouth bass,        78,Higgins Creek at Wille Road,"2002, 2009, 2019",10,3,Higgins Creek,-9789066.534741784,5163778.873133089
central mudminnow,        92,Chicago Sanitary and Ship Canal at Lockport (16th Street),2019,3,3,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
central stoneroller,        92,Chicago Sanitary and Ship Canal at Lockport (16th Street),2019,1,1,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
largemouth bass,        22,Des Plaines River at Ogden Avenue,"2001, 2008, 2009, 2010, 2015, 2019",10,1,Des Plaines River,-9775033.160497827,5134155.08934849
hornyhead chub,        22,Des Plaines River at Ogden Avenue,"2008, 2010, 2019",19,6,Des Plaines River,-9775033.160497827,5134155.08934849
black crappie,        37,North Branch Chicago River at Wilson Avenue,"2009, 2019",2,1,North Branch Chicago River,-9762427.895694703,5155720.021993471
channel catfish,        37,North Branch Chicago River at Wilson Avenue,"2009, 2019",2,1,North Branch Chicago River,-9762427.895694703,5155720.021993471
central mudminnow,        37,North Branch Chicago River at Wilson Avenue,2019,1,1,North Branch Chicago River,-9762427.895694703,5155720.021993471
largemouth bass,        37,North Branch Chicago River at Wilson Avenue,"2001, 2005, 2009, 2019",51,12,North Branch Chicago River,-9762427.895694703,5155720.021993471
banded killifish,        37,North Branch Chicago River at Wilson Avenue,2019,3,3,North Branch Chicago River,-9762427.895694703,5155720.021993471
common carp,        37,North Branch Chicago River at Wilson Avenue,"2001, 2005, 2009, 2019",112,28,North Branch Chicago River,-9762427.895694703,5155720.021993471
oriental weatherfish,        37,North Branch Chicago River at Wilson Avenue,2019,1,1,North Branch Chicago River,-9762427.895694703,5155720.021993471
yellow bullhead,        37,North Branch Chicago River at Wilson Avenue,"2001, 2005, 2009, 2019",29,7,North Branch Chicago River,-9762427.895694703,5155720.021993471
green sunfish,        37,North Branch Chicago River at Wilson Avenue,"2001, 2005, 2009, 2019",55,13,North Branch Chicago River,-9762427.895694703,5155720.021993471
fathead minnow,        37,North Branch Chicago River at Wilson Avenue,"2009, 2019",9,4,North Branch Chicago River,-9762427.895694703,5155720.021993471
gizzard shad,        37,North Branch Chicago River at Wilson Avenue,"2001, 2005, 2009, 2019",56,14,North Branch Chicago River,-9762427.895694703,5155720.021993471
spotfin shiner,        37,North Branch Chicago River at Wilson Avenue,"2009, 2019",69,34,North Branch Chicago River,-9762427.895694703,5155720.021993471
golden shiner,        37,North Branch Chicago River at Wilson Avenue,"2005, 2009, 2019",73,24,North Branch Chicago River,-9762427.895694703,5155720.021993471
emerald shiner,        37,North Branch Chicago River at Wilson Avenue,"2009, 2019",6,3,North Branch Chicago River,-9762427.895694703,5155720.021993471
white sucker,        37,North Branch Chicago River at Wilson Avenue,"2001, 2005, 2009, 2019",100,25,North Branch Chicago River,-9762427.895694703,5155720.021993471
round goby,        37,North Branch Chicago River at Wilson Avenue,"2009, 2019",12,6,North Branch Chicago River,-9762427.895694703,5155720.021993471
blackstripe topminnow,        37,North Branch Chicago River at Wilson Avenue,2019,27,27,North Branch Chicago River,-9762427.895694703,5155720.021993471
bluntnose minnow,        37,North Branch Chicago River at Wilson Avenue,"2005, 2009, 2019",52,17,North Branch Chicago River,-9762427.895694703,5155720.021993471
bluegill,        37,North Branch Chicago River at Wilson Avenue,"2001, 2005, 2009, 2019",238,59,North Branch Chicago River,-9762427.895694703,5155720.021993471
yellow bullhead,        36,North Shore Channel at Touhy Avenue,"2002, 2003, 2006, 2007, 2019",7,1,North Shore Channel,-9763880.193364626,5162772.158302309
northern pike,        36,North Shore Channel at Touhy Avenue,"2011, 2019",2,1,North Shore Channel,-9763880.193364626,5162772.158302309
channel catfish,        36,North Shore Channel at Touhy Avenue,"2001, 2002, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2019",21,1,North Shore Channel,-9763880.193364626,5162772.158302309
green sunfish,        36,North Shore Channel at Touhy Avenue,"2001, 2003, 2004, 2006, 2011, 2016, 2018, 2019",30,3,North Shore Channel,-9763880.193364626,5162772.158302309
largemouth bass,        36,North Shore Channel at Touhy Avenue,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2017, 2018, 2019",209,12,North Shore Channel,-9763880.193364626,5162772.158302309
white sucker,        36,North Shore Channel at Touhy Avenue,"2003, 2005, 2006, 2007, 2008, 2010, 2011, 2012, 2013, 2016, 2017, 2018, 2019",59,4,North Shore Channel,-9763880.193364626,5162772.158302309
common carp,        36,North Shore Channel at Touhy Avenue,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2017, 2018, 2019",465,27,North Shore Channel,-9763880.193364626,5162772.158302309
banded killifish,        36,North Shore Channel at Touhy Avenue,"2016, 2019",11,5,North Shore Channel,-9763880.193364626,5162772.158302309
golden shiner,        36,North Shore Channel at Touhy Avenue,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2010, 2011, 2012, 2013, 2016, 2017, 2018, 2019",913,57,North Shore Channel,-9763880.193364626,5162772.158302309
gizzard shad,        36,North Shore Channel at Touhy Avenue,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2017, 2018, 2019",2413,141,North Shore Channel,-9763880.193364626,5162772.158302309
bluegill,        36,North Shore Channel at Touhy Avenue,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2017, 2018, 2019",447,26,North Shore Channel,-9763880.193364626,5162772.158302309
spottail shiner,        36,North Shore Channel at Touhy Avenue,"2010, 2011, 2012, 2016, 2017, 2018, 2019",29,4,North Shore Channel,-9763880.193364626,5162772.158302309
blackstripe topminnow,        36,North Shore Channel at Touhy Avenue,"2003, 2012, 2013, 2019",13,3,North Shore Channel,-9763880.193364626,5162772.158302309
round goby,        36,North Shore Channel at Touhy Avenue,"2016, 2017, 2018, 2019",12,3,North Shore Channel,-9763880.193364626,5162772.158302309
spotfin shiner,        36,North Shore Channel at Touhy Avenue,"2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2017, 2018, 2019",239,18,North Shore Channel,-9763880.193364626,5162772.158302309
bluntnose minnow,        36,North Shore Channel at Touhy Avenue,"2001, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2016, 2017, 2018, 2019",162,13,North Shore Channel,-9763880.193364626,5162772.158302309
fathead minnow,        36,North Shore Channel at Touhy Avenue,"2009, 2010, 2012, 2016, 2017, 2018, 2019",241,34,North Shore Channel,-9763880.193364626,5162772.158302309
common carp,       112,North Shore Channel at Dempster Street,"2013, 2016, 2017, 2018, 2019",12,2,North Shore Channel,-9763803.492506059,5167131.2098396
emerald shiner,       112,North Shore Channel at Dempster Street,2019,1,1,North Shore Channel,-9763803.492506059,5167131.2098396
